# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  174       6.961520466573e-10       1.157243384793e-13      -5.103987521232e-12       1.279819441298e-15       2.045214074018e-12       4.842394251900e-13      -2.355935407465e-15 
  175       6.994684766909e-10       1.142349632394e-13      -5.010504240686e-12       1.296338443608e-15       2.011054791591e-12       4.778811078034e-13      -2.302887887836e-15 
  176       7.027231775359e-10       1.127585217693e-13      -4.913207886699e-12       1.312982024885e-15       1.977647915718e-12       4.716233648744e-13      -2.249953317739e-15 
  177       7.059148365151e-10       1.112993812867e-13      -4.812113539008e-12       1.329749629556e-15       1.944954291709e-12       4.654552340353e-13      -2.196971715139e-15 
  178       7.090421232908e-10       1.098620505843e-13      -4.707239073526e-12       1.346640661959e-15       1.912931265411e-12       4.593649679927e-13      -2.143774504463e-15 
  179       7.121036896189e-10       1.084511816406e-13      -4.598605205240e-12       1.363654485782e-15       1.881532623589e-12       4.533400216557e-13      -2.090184386233e-15 
  180       7.150982578979e-10       1.070713960899e-13      -4.486233846842e-12       1.380790409666e-15       1.850717848836e-12       4.473698006169e-13      -2.036055263984e-15 
  181       7.180248952019e-10       1.057267458426e-13      -4.370142949096e-12       1.398047643888e-15       1.820480831545e-12       4.414541777871e-13      -1.981395846463e-15 
  182       7.208827606080e-10       1.044212125846e-13      -4.250351331770e-12       1.415425339150e-15       1.790823331017e-12       4.355956305920e-13      -1.926255642854e-15 
  183       7.236710184395e-10       1.031588800236e-13      -4.126880367482e-12       1.432922599513e-15       1.761745840880e-12       4.297965377764e-13      -1.870685805425e-15 
  184       7.263888383460e-10       1.019439348552e-13      -3.999754018399e-12       1.450538481778e-15       1.733247563762e-12       4.240591767033e-13      -1.814739146688e-15 
  185       7.290353953852e-10       1.007806677284e-13      -3.868998872932e-12       1.468271994886e-15       1.705326385987e-12       4.183857206543e-13      -1.758470156559e-15 
  186       7.316098701032e-10       9.967347421200e-14      -3.734644182432e-12       1.486122099302e-15       1.677978852244e-12       4.127782361293e-13      -1.701935019526e-15 
  187       7.341114486159e-10       9.862685575978e-14      -3.596721897890e-12       1.504087706409e-15       1.651200140283e-12       4.072386801461e-13      -1.645191631806e-15 
  188       7.365393226897e-10       9.764542067664e-14      -3.455266706630e-12       1.522167677895e-15       1.624984035585e-12       4.017688975408e-13      -1.588299618511e-15 
  189       7.388926898228e-10       9.673388508429e-14      -3.310316069006e-12       1.540360825147e-15       1.599322906057e-12       3.963706182668e-13      -1.531320350808e-15 
  190       7.411707533258e-10       9.589707388709e-14      -3.161910255103e-12       1.558665908638e-15       1.574207676705e-12       3.910454546956e-13      -1.474316963084e-15 
  191       7.433727224028e-10       9.513992173786e-14      -3.010092381429e-12       1.577081637320e-15       1.549627804321e-12       3.857948989157e-13      -1.417354370107e-15 
  192       7.454978122324e-10       9.446747400365e-14      -2.854908447610e-12       1.595606668013e-15       1.525571252167e-12       3.806203200331e-13      -1.360499284186e-15 
  193       7.475452440487e-10       9.388488773156e-14      -2.696407373094e-12       1.614239604796e-15       1.502024464655e-12       3.755229614711e-13      -1.303820232339e-15 
  194       7.495142452222e-10       9.339743261456e-14      -2.534641033840e-12       1.632978998398e-15       1.478972342031e-12       3.705039382697e-13      -1.247387573451e-15 
  195       7.514040493406e-10       9.301049195727e-14      -2.369664299021e-12       1.651823345586e-15       1.456398215057e-12       3.655642343858e-13      -1.191273515438e-15 
  196       7.532138962903e-10       9.272956364178e-14      -2.201535067715e-12       1.670771088558e-15       1.434283819697e-12       3.607046999929e-13      -1.135552132408e-15 
  197       7.549430323366e-10       9.256026109341e-14      -2.030314305605e-12       1.689820614332e-15       1.412609271793e-12       3.559260487812e-13      -1.080299381826e-15 
  198       7.565907102054e-10       9.250831424660e-14      -1.856066081674e-12       1.708970254136e-15       1.391353041756e-12       3.512288552568e-13      -1.025593121674e-15 
  199       7.581561891636e-10       9.257957051062e-14      -1.678857604904e-12       1.728218282800e-15       1.370491929243e-12       3.466135520424e-13      -9.715131276162e-16 
  200       7.596387351006e-10       9.277999573543e-14      -1.498759260970e-12       1.747562918145e-15       1.350001037841e-12       3.420804271765e-13      -9.181411101578e-16 
  201       7.610376765274e-10       9.311537546049e-14      -1.315841027761e-12       1.767002361831e-15       1.329858650695e-12       3.376295319353e-13      -8.655454149474e-16 
  202       7.623525768655e-10       9.359039287150e-14      -1.130161360292e-12       1.786534926409e-15       1.310061298146e-12       3.332604025763e-13      -8.137338700973e-16 
  203       7.635830746356e-10       9.420948676696e-14      -9.417775816725e-13       1.806158916182e-15       1.290609718819e-12       3.289723134880e-13      -7.626975998713e-16 
  204       7.647288288894e-10       9.497714543492e-14      -7.507494587511e-13       1.825872586074e-15       1.271504044657e-12       3.247643619362e-13      -7.124260108899e-16 
  205       7.657895194562e-10       9.589790673294e-14      -5.571392281088e-13       1.845674141148e-15       1.252743790080e-12       3.206354650993e-13      -6.629067640248e-16 
  206       7.667648471889e-10       9.697635816806e-14      -3.610116220537e-13       1.865561736118e-15       1.234327841163e-12       3.165843571037e-13      -6.141257462907e-16 
  207       7.676545342102e-10       9.821713697684e-14      -1.624338946145e-13       1.885533474858e-15       1.216254444797e-12       3.126095860594e-13      -5.660670427395e-16 
  208       7.684583241589e-10       9.962493020529e-14       3.852415246486e-14       1.905587409922e-15       1.198521197859e-12       3.087095110948e-13      -5.187129083528e-16 
  209       7.691759824363e-10       1.012044747889e-13       2.417901437310e-13       1.925721542050e-15       1.181125036377e-12       3.048822993928e-13      -4.720437399354e-16 
  210       7.698072964521e-10       1.029605576325e-13       4.472891040271e-13       1.945933819684e-15       1.164062224703e-12       3.011259232257e-13      -4.260380480081e-16 
  211       7.703520758710e-10       1.048980156905e-13       6.549434324987e-13       1.966222138483e-15       1.147328344674e-12       2.974381569905e-13      -3.806724287014e-16 
  212       7.708101528585e-10       1.070217360465e-13       8.646728765996e-13       1.986584340831e-15       1.130918284785e-12       2.938165742450e-13      -3.359215356480e-16 
  213       7.711813823277e-10       1.093366559938e-13       1.076394506097e-12       2.007018215355e-15       1.114826229353e-12       2.902585447424e-13      -2.917580518762e-16 
  214       7.714656421849e-10       1.118477631148e-13       1.290022687079e-12       2.027521496432e-15       1.099045647687e-12       2.867612314668e-13      -2.481526617034e-16 
  215       7.716628335765e-10       1.145600953613e-13       1.505469055959e-12       2.048091863709e-15       1.083569283254e-12       2.833215876692e-13      -2.050740226287e-16 
  216       7.717728811346e-10       1.174787411346e-13       1.722642493481e-12       2.068726941609e-15       1.068389142848e-12       2.799363539022e-13      -1.624887372262e-16 
  217       7.717957332236e-10       1.206088393651e-13       1.941449098726e-12       2.089424298851e-15       1.053496485756e-12       2.766020550555e-13      -1.203613250385e-16 
  218       7.717313621864e-10       1.239555795927e-13       2.161792163121e-12       2.110181447956e-15       1.038881812926e-12       2.733149973918e-13      -7.865419446923e-17 
  219       7.715797645906e-10       1.275242020465e-13       2.383572144438e-12       2.130995844764e-15       1.024534856137e-12       2.700712655815e-13      -3.732761467682e-17 
  220       7.713409614747e-10       1.313199977249e-13       2.606686640806e-12       2.151864887946e-15       1.010444567163e-12       2.668667197384e-13       3.660312532819e-18 
  221       7.710149985945e-10       1.353483084755e-13       2.831030364715e-12       2.172785918516e-15       9.965991069418e-13       2.636969924553e-13       4.435368081293e-17 
  222       7.706019466689e-10       1.396145270752e-13       3.056495117020e-12       2.193756219345e-15       9.829858347446e-13       2.605574858389e-13       8.479880738281e-17 
  223       7.701019016266e-10       1.441240973101e-13       3.282969760949e-12       2.214773014675e-15       9.695912973412e-13       2.574433685456e-13       1.250442611347e-16 
  224       7.695149981256e-10       1.488821187634e-13       3.510346152103e-12       2.235833588113e-15       9.564038313715e-13       2.543505718262e-13       1.651298720688e-16 
  225       7.688414505673e-10       1.538921327835e-13       3.738537405873e-12       2.256935646054e-15       9.434215787804e-13       2.512788549474e-13       2.050529163366e-16 
  226       7.680815151963e-10       1.591572586056e-13       3.967460754343e-12       2.278076976690e-15       9.306449658255e-13       2.482289311454e-13       2.447998112236e-16 
  227       7.672354773402e-10       1.646805807709e-13       4.197031684132e-12       2.299255333414e-15       9.180741316173e-13       2.452014857512e-13       2.843569402430e-16 
  228       7.663036516877e-10       1.704651482656e-13       4.427163924577e-12       2.320468434622e-15       9.057089235083e-13       2.421971756041e-13       3.237106550070e-16 
  229       7.652863825662e-10       1.765139736593e-13       4.657769435924e-12       2.341713963504e-15       8.935488924826e-13       2.392166284661e-13       3.628472770994e-16 
  230       7.641840442197e-10       1.828300322444e-13       4.888758397511e-12       2.362989567841e-15       8.815932885457e-13       2.362604424355e-13       4.017530999471e-16 
  231       7.629970410866e-10       1.894162611744e-13       5.120039195958e-12       2.384292859800e-15       8.698410561136e-13       2.333291853614e-13       4.404143906923e-16 
  232       7.617258080777e-10       1.962755586030e-13       5.351518413351e-12       2.405621415728e-15       8.582908294024e-13       2.304233942571e-13       4.788173920642e-16 
  233       7.603708108539e-10       2.034107828229e-13       5.583100815431e-12       2.426972775947e-15       8.469409278182e-13       2.275435747144e-13       5.169483242510e-16 
  234       7.589325461041e-10       2.108247514044e-13       5.814689339780e-12       2.448344444550e-15       8.357893513461e-13       2.246902003175e-13       5.547933867717e-16 
  235       7.574115418228e-10       2.185202403343e-13       6.046185084005e-12       2.469733889195e-15       8.248337759400e-13       2.218637120572e-13       5.923387603485e-16 
  236       7.558083575884e-10       2.264999831549e-13       6.277487293931e-12       2.491138540902e-15       8.140715489121e-13       2.190645177445e-13       6.295706087780e-16 
  237       7.541235848406e-10       2.347666701027e-13       6.508493351780e-12       2.512555793845e-15       8.034996843222e-13       2.162929914247e-13       6.664750808038e-16 
  238       7.523578471585e-10       2.433229472470e-13       6.739098764366e-12       2.533983005148e-15       7.931148583676e-13       2.135494727916e-13       7.030383119878e-16 
  239       7.505118005383e-10       2.521714156290e-13       6.969197151275e-12       2.555417494683e-15       7.829134047724e-13       2.108342666011e-13       7.392464265828e-16 
  240       7.485861336713e-10       2.613146304006e-13       7.198680233055e-12       2.576856544860e-15       7.728913101767e-13       2.081476420857e-13       7.750855394038e-16 
  241       7.465815682215e-10       2.707550999631e-13       7.427437819401e-12       2.598297400427e-15       7.630442095267e-13       2.054898323679e-13       8.105417577003e-16 
  242       7.444988591037e-10       2.804952851057e-13       7.655357797346e-12       2.619737268259e-15       7.533673814640e-13       2.028610338747e-13       8.456011830281e-16 
  243       7.423387947610e-10       2.905375981452e-13       7.882326119441e-12       2.641173317161e-15       7.438557437147e-13       2.002614057509e-13       8.802499131212e-16 
  244       7.401021974430e-10       3.008844020637e-13       8.108226791947e-12       2.662602677654e-15       7.345038484797e-13       1.976910692741e-13       9.144740437637e-16 
  245       7.377899234836e-10       3.115380096485e-13       8.332941863022e-12       2.684022441779e-15       7.253058778235e-13       1.951501072676e-13       9.482596706620e-16 
  246       7.354028635783e-10       3.225006826299e-13       8.556351410902e-12       2.705429662885e-15       7.162556390640e-13       1.926385635151e-13       9.815928913163e-16 
  247       7.329419430630e-10       3.337746308208e-13       8.778333532095e-12       2.726821355428e-15       7.073465601621e-13       1.901564421743e-13       1.014459806893e-15 
  248       7.304081221908e-10       3.453620112551e-13       8.998764329563e-12       2.748194494761e-15       6.985716851111e-13       1.877037071913e-13       1.046846524096e-15 
  249       7.278023964107e-10       3.572649273266e-13       9.217517900911e-12       2.769546016939e-15       6.899236693262e-13       1.852802817139e-13       1.078739157038e-15 
